"","outbreak_id","species","affected"
"3901","2008/2037_1","cows","0"
"3902","2008/2035_1","sheep","0"
"3903","2008/2034_1","sheep","64"
"3904","2008/2033_1","sheep","4"
"3905","2008/2032_1","sheep","2"
"3906","2008/2031_1","sheep","3"
"3907","2008/2030_1","sheep","3"
"3908","2008/2029_1","sheep","15"
"3909","2008/2028_1","sheep","3"
"3910","2008/2027_1","sheep","2"
"3911","2008/2026_1","sheep","20"
"3912","2008/2025_1","sheep","25"
"3913","2008/2024_1","sheep","23"
"3914","2008/2023_1","sheep","2"
"3915","2008/2022_1","sheep","2"
"3916","2008/2021_1","sheep","3"
"3917","2008/2020_1","sheep","8"
"3918","2008/2019_1","sheep","6"
"3919","2008/2018_1","sheep","2"
"3920","2008/2017_1","sheep","2"
"3921","2008/2016_1","sheep","3"
"3922","2008/2015_1","sheep","3"
"3923","2008/2014_1","sheep","20"
"3924","2008/2013_1","sheep","10"
"3925","2008/2012_1","sheep","20"
"3926","2008/2011_1","sheep","40"
"3927","2008/2010_1","sheep","4"
"3928","2008/2009_1","cows","3"
"3929","2008/2008_1","cows","0"
"3930","2008/2007_1","cows","0"
"3931","2008/2006_1","sheep","1"
"3932","2008/2005_1","sheep","1"
"3933","2008/1986_1","cows","0"
"3934","2008/1985_1","cows","0"
"3935","2008/2004_1","cows","0"
"3936","2008/2003_1","cows","1"
"3937","2008/2002_1","cows","1"
"3938","2008/2001_1","cows","10"
"3939","2008/2000_1","cows","0"
"3940","2008/1999_1","cows","1"
"3941","2008/1998_1","cows","0"
"3942","2008/1997_1","sheep","1"
"3943","2008/1996_1","cows","1"
"3944","2008/1995_1","cows","1"
"3945","2008/1994_1","cows","1"
"3946","2008/1993_1","cows","1"
"3947","2008/1992_1","sheep","4"
"3948","2008/1991_1","cows","0"
"3949","2008/1990_1","cows","2"
"3950","2008/1989_1","cows","1"
"3951","2008/1988_1","cows","0"
"3952","2008/1987_1","cows","1"
"3953","2008/1984_1","sheep","5"
"3954","2008/1982_1","sheep","1"
"3955","2008/1983_1","cows","0"
"3956","2008/1981_1","sheep","0"
"3957","2008/1980_1","sheep","0"
"3958","2008/2090_1","cows","0"
"3959","2008/2089_1","cows","0"
"3960","2008/2088_1","cows","0"
"3961","2008/2087_1","cows","0"
"3962","2008/2086_1","cows","0"
"3963","2008/2085_1","cows","0"
"3964","2008/2084_1","cows","0"
"3965","2008/2083_1","cows","0"
"3966","2008/2082_1","cows","0"
"3967","2008/2081_1","cows","0"
"3968","2008/2077_1","cows","0"
"3969","2008/2076_1","cows","0"
"3970","2008/2075_1","cows","0"
"3971","2008/2074_1","cows","0"
"3972","2008/2073_1","cows","0"
"3973","2008/1979_1","goats","0"
"3974","2008/32_2","goats","1"
"3975","2008/33_2","goats","1"
"3976","2008/31_2","sheep","1"
"3977","2008/1978_1","sheep","0"
"3978","2008/2072_1","cows","0"
"3979","2008/2071_1","cows","0"
"3980","2008/1977_1","sheep","0"
"3981","2008/2070_1","cows","0"
"3982","2008/2069_1","cows","0"
"3983","2008/2068_1","cows","0"
"3984","2008/2067_1","cows","0"
"3985","2008/2066_1","cows","0"
"3986","2008/2065_1","cows","0"
"3987","2008/2064_1","cows","0"
"3988","2008/2063_1","cows","0"
"3989","2008/2062_1","cows","0"
"3990","2008/2061_1","cows","0"
"3991","2008/2060_1","cows","0"
"3992","2008/2059_1","cows","0"
"3993","2008/2058_1","cows","0"
"3994","2008/2057_1","cows","0"
"3995","2008/2056_1","cows","0"
"3996","2008/2055_1","cows","0"
"3997","2008/2054_1","cows","0"
"3998","2008/2053_1","cows","0"
"3999","2008/2052_1","cows","0"
"4000","2008/2051_1","cows","0"
"4001","2008/2050_1","cows","0"
"4002","2008/2049_1","cows","0"
"4003","2008/2048_1","cows","0"
"4004","2008/2047_1","cows","0"
"4005","2008/2046_1","cows","0"
"4006","2008/2045_1","cows","0"
"4007","2008/2044_1","cows","0"
"4008","2008/2043_1","cows","0"
"4009","2008/2042_1","cows","0"
"4010","2008/2041_1","cows","0"
"4011","2008/2040_1","cows","0"
"4012","2008/2080_1","cows","0"
"4013","2008/2079_1","cows","0"
"4014","2008/2078_1","cows","0"
"4015","2008/1974_1","sheep","5"
"4016","2008/1973_1","sheep","1"
"4017","2008/1972_1","sheep","4"
"4018","2008/1971_1","sheep","3"
"4019","2008/1970_1","sheep","2"
"4020","2008/1969_1","sheep","0"
"4021","2008/1968_1","sheep","1"
"4022","2008/1967_1","sheep","1"
"4023","2008/1966_1","sheep","2"
"4024","2008/1965_1","sheep","1"
"4025","2008/1964_1","sheep","5"
"4026","2008/1963_1","sheep","1"
"4027","2008/1962_1","sheep","2"
"4028","2008/1961_1","sheep","2"
"4029","2008/1960_1","sheep","1"
"4030","2008/1959_1","sheep","1"
"4031","2008/1958_1","sheep","7"
"4032","2008/1957_1","sheep","3"
"4033","2008/1956_1","sheep","2"
"4034","2008/1955_1","sheep","1"
"4035","2008/1954_1","sheep","11"
"4036","2008/1953_1","goats","15-ago"
"4037","2008/1951_1","cows","0"
"4038","2008/1952_1","cows","1"
"4039","2008/1950_1","cows","0"
"4040","2008/1949_1","cows","0"
"4041","2008/1948_1","sheep","0"
"4042","2008/1947_1","cows","0"
"4043","2008/1946_1","sheep","1"
"4044","2008/1945_1","sheep","2"
"4045","2008/1944_1","cows","1"
"4046","2008/1943_1","sheep","21"
"4047","2008/1942_1","sheep","1"
"4048","2008/1941_1","sheep","1"
"4049","2008/1940_1","cows","0"
"4050","2008/1939_1","sheep","2"
"4051","2008/1938_1","cows","3"
"4052","2008/1937_1","cows","0"
"4053","2008/1936_1","cows","1"
"4054","2008/1935_1","cows","0"
"4055","2008/1934_1","cows","0"
"4056","2008/1928_1","sheep","1"
"4057","2008/1930_1","sheep","3"
"4058","2008/1931_1","sheep","9"
"4059","2008/1932_1","sheep","3"
"4060","2008/1929_1","sheep","2"
"4061","2008/1933_1","sheep","20"
"4062","2008/1927_1","sheep","2"
"4063","2008/1926_1","sheep","2"
"4064","2008/1925_1","sheep","39"
"4065","2008/1921_1","sheep","21"
"4066","2008/1920_1","cows","0"
"4067","2008/1919_1","cows","0"
"4068","2008/1918_1","sheep","1"
"4069","2008/1917_1","cows","1"
"4070","2008/1916_1","cows","0"
"4071","2008/1915_1","cows","0"
"4072","2008/1914_1","sheep","0"
"4073","2008/1913_1","cows","0"
"4074","2008/1912_1","cows","0"
"4075","2008/1911_1","cows","0"
"4076","2008/1910_1","cows","0"
"4077","2008/1909_1","cows","0"
"4078","2008/1908_1","cows","0"
"4079","2008/1837_1","cows","1"
"4080","2008/1836_1","sheep","1"
"4081","2008/1835_1","cows","1"
"4082","2008/1834_1","cows","0"
"4083","2008/1833_1","cows","0"
"4084","2008/1832_1","cows","0"
"4085","2008/1831_1","sheep","1"
"4086","2008/1830_1","sheep","1"
"4087","2008/1829_1","sheep","1"
"4088","2008/1828_1","cows","1"
"4089","2008/1827_1","cows","0"
"4090","2008/1826_1","cows","0"
"4091","2008/1825_1","cows","0"
"4092","2008/1824_1","cows","0"
"4093","2008/1823_1","sheep","2"
"4094","2008/1822_1","goats","0"
"4095","2008/1821_1","sheep","2"
"4096","2008/1820_1","sheep","6"
"4097","2008/1819_1","sheep","3"
"4098","2008/1818_1","sheep","2"
"4099","2008/1817_1","sheep","900"
"4100","2008/1816_1","sheep","2"
"4101","2008/1815_1","sheep","1"
"4102","2008/1814_1","sheep","9"
"4103","2008/1813_1","sheep","3"
"4104","2008/1812_1","sheep","1"
"4105","2008/1811_1","sheep","4"
"4106","2008/1810_1","sheep","25"
"4107","2008/1809_1","sheep","1"
"4108","2008/1808_1","sheep","30"
"4109","2008/1806_1","sheep","6"
"4110","2008/1805_1","sheep","10"
"4111","2008/30_2","sheep","1"
"4112","2008/29_2","goats","1"
"4113","2008/1907_1","cows","0"
"4114","2008/1906_1","cows","0"
"4115","2008/1905_1","cows","0"
"4116","2008/1904_1","sheep","0"
"4117","2008/1903_1","cows","0"
"4118","2008/1902_1","cows","0"
"4119","2008/1901_1","cows","0"
"4120","2008/1900_1","cows","0"
"4121","2008/1899_1","cows","0"
"4122","2008/1898_1","cows","0"
"4123","2008/1897_1","cows","0"
"4124","2008/1896_1","cows","0"
"4125","2008/1895_1","cows","0"
"4126","2008/1894_1","cows","0"
"4127","2008/1893_1","cows","0"
"4128","2008/1892_1","cows","0"
"4129","2008/1891_1","cows","0"
"4130","2008/1890_1","cows","0"
"4131","2008/1889_1","cows","0"
"4132","2008/1888_1","cows","0"
"4133","2008/1887_1","cows","0"
"4134","2008/1886_1","cows","0"
"4135","2008/1885_1","cows","0"
"4136","2008/1884_1","cows","0"
"4137","2008/1883_1","cows","0"
"4138","2008/1882_1","cows","0"
"4139","2008/1881_1","cows","0"
"4140","2008/1880_1","cows","0"
"4141","2008/1879_1","cows","0"
"4142","2008/1878_1","cows","0"
"4143","2008/1877_1","cows","0"
"4144","2008/1876_1","cows","0"
"4145","2008/1875_1","cows","0"
"4146","2008/1874_1","cows","0"
"4147","2008/1873_1","cows","0"
"4148","2008/1872_1","sheep","0"
"4149","2008/1871_1","sheep","0"
"4150","2008/1870_1","sheep","0"
"4151","2008/1869_1","cows","0"
"4152","2008/1868_1","cows","0"
"4153","2008/1867_1","cows","0"
"4154","2008/1866_1","sheep","0"
"4155","2008/1865_1","sheep","0"
"4156","2008/1864_1","cows","0"
"4157","2008/1863_1","cows","0"
"4158","2008/1862_1","cows","0"
"4159","2008/1861_1","cows","0"
"4160","2008/1860_1","cows","0"
"4161","2008/1859_1","cows","0"
"4162","2008/1858_1","cows","0"
"4163","2008/1857_1","sheep","0"
"4164","2008/1856_1","sheep","0"
"4165","2008/1855_1","sheep","0"
"4166","2008/1854_1","sheep","0"
"4167","2008/1853_1","sheep","0"
"4168","2008/1852_1","cows","0"
"4169","2008/1851_1","cows","0"
"4170","2008/1850_1","cows","0"
"4171","2008/1849_1","cows","0"
"4172","2008/1848_1","cows","0"
"4173","2008/1847_1","cows","0"
"4174","2008/1846_1","cows","0"
"4175","2008/1845_1","cows","0"
"4176","2008/1844_1","cows","0"
"4177","2008/1843_1","cows","0"
"4178","2008/1842_1","cows","0"
"4179","2008/1841_1","cows","0"
"4180","2008/1840_1","cows","0"
"4181","2008/1839_1","sheep","0"
"4182","2008/1838_1","sheep","0"
"4183","2008/1924_1","sheep","12"
"4184","2008/1923_1","sheep","4"
"4185","2008/1922_1","sheep","3"
"4186","2008/1804_1","cows","0"
"4187","2008/1803_1","cows","0"
"4188","2008/1802_1","cows","0"
"4189","2008/1801_1","cows","0"
"4190","2008/1800_1","cows","0"
"4191","2008/1799_1","cows","0"
"4192","2008/1798_1","cows","0"
"4193","2008/1797_1","cows","0"
"4194","2008/1796_1","cows","0"
"4195","2008/2221_1","sheep","0"
"4196","2008/1777_1","sheep","1"
"4197","2008/1776_1","sheep","20"
"4198","2008/1775_1","sheep","4"
"4199","2008/1774_1","sheep","5"
"4200","2008/1773_1","sheep","5"
"4201","2008/1772_1","sheep","5"
"4202","2008/1783_1","sheep","1"
"4203","2008/1782_1","sheep","1"
"4204","2008/1781_1","sheep","1"
"4205","2008/1771_1","sheep","7"
"4206","2008/1770_1","sheep","7"
"4207","2008/1769_1","sheep","13"
"4208","2008/1768_1","sheep","20"
"4209","2008/1767_1","sheep","40"
"4210","2008/1766_1","sheep","1"
"4211","2008/1765_1","sheep","3"
"4212","2008/1764_1","sheep","1"
"4213","2008/1763_1","sheep","2"
"4214","2008/1762_1","sheep","2"
"4215","2008/1760_1","sheep","9"
"4216","2008/1759_1","sheep","20"
"4217","2008/1758_1","sheep","15"
"4218","2008/1757_1","sheep","98"
"4219","2008/1756_1","sheep","4"
"4220","2008/1755_1","sheep","7"
"4221","2008/1754_1","sheep","11"
"4222","2008/1753_1","sheep","5"
"4223","2008/1752_1","sheep","3"
"4224","2008/1751_1","sheep","14"
"4225","2008/1749_1","sheep","8"
"4226","2008/1748_1","sheep","6"
"4227","2008/1747_1","sheep","9"
"4228","2008/1746_1","cows","0"
"4229","2008/1745_1","cows","0"
"4230","2008/1744_1","cows","0"
"4231","2008/1743_1","cows","0"
"4232","2008/1742_1","sheep","3"
"4233","2008/1741_1","cows","1"
"4234","2008/1740_1","cows","4"
"4235","2008/1739_1","cows","0"
"4236","2008/1780_1","sheep","1"
"4237","2008/1779_1","sheep","2"
"4238","2008/1708_1","cows","0"
"4239","2008/1707_1","cows","1"
"4240","2008/1706_1","cows","1"
"4241","2008/1705_1","sheep","6"
"4242","2008/1704_1","cows","1"
"4243","2008/1703_1","cows","0"
"4244","2008/1702_1","cows","2"
"4245","2008/1701_1","cows","2"
"4246","2008/1700_1","cows","0"
"4247","2008/1699_1","cows","1"
"4248","2008/1698_1","cows","0"
"4249","2008/1697_1","cows","0"
"4250","2008/1696_1","cows","0"
"4251","2008/1695_1","cows","0"
"4252","2008/1694_1","cows","0"
"4253","2008/1693_1","cows","0"
"4254","2008/1692_1","cows","1"
"4255","2008/1691_1","cows","1"
"4256","2008/1690_1","cows","0"
"4257","2008/1684_1","cows","0"
"4258","2008/1689_1","cows","0"
"4259","2008/1683_1","cows","0"
"4260","2008/1682_1","cows","0"
"4261","2008/1688_1","cows","0"
"4262","2008/1681_1","cows","0"
"4263","2008/1687_1","cows","0"
"4264","2008/1680_1","sheep","7"
"4265","2008/1679_1","cows","0"
"4266","2008/1686_1","cows","0"
"4267","2008/1686_1","sheep","1"
"4268","2008/1685_1","sheep","1"
"4269","2008/1678_1","cows","1"
"4270","2008/1677_1","cows","0"
"4271","2008/1676_1","cows","0"
"4272","2008/1675_1","cows","0"
"4273","2008/1674_1","cows","1"
"4274","2008/1673_1","cows","1"
"4275","2008/1672_1","sheep","5"
"4276","2008/1778_1","sheep","1"
"4277","2008/1671_1","cows","1"
"4278","2008/1670_1","cows","1"
"4279","2008/1669_1","cows","1"
"4280","2008/1668_1","cows","1"
"4281","2008/1667_1","cows","0"
"4282","2008/1666_1","sheep","2"
"4283","2008/1665_1","cows","1"
"4284","2008/1664_1","cows","5"
"4285","2008/1663_1","cows","1"
"4286","2008/1662_1","cows","0"
"4287","2008/1661_1","sheep","11"
"4288","2008/1660_1","cows","1"
"4289","2008/1659_1","cows","1"
"4290","2008/1658_1","cows","0"
"4291","2008/1657_1","cows","0"
"4292","2008/1656_1","cows","0"
"4293","2008/1655_1","cows","0"
"4294","2008/1655_1","goats","4"
"4295","2008/1654_1","cows","1"
"4296","2008/1653_1","cows","1"
"4297","2008/1652_1","goats","0"
"4298","2008/1652_1","sheep","5"
"4299","2008/1651_1","cows","1"
"4300","2008/1650_1","sheep","1"
"4301","2008/1649_1","cows","0"
"4302","2008/1648_1","cows","0"
"4303","2008/1647_1","cows","0"
"4304","2008/1646_1","cows","0"
"4305","2008/1645_1","sheep","0"
"4306","2008/1644_1","goats","0"
"4307","2008/1643_1","cows","0"
"4308","2008/1738_1","sheep","0"
"4309","2008/1737_1","sheep","0"
"4310","2008/1736_1","cows","0"
"4311","2008/1735_1","cows","0"
"4312","2008/1734_1","cows","0"
"4313","2008/1733_1","cows","0"
"4314","2008/1732_1","cows","0"
"4315","2008/1731_1","cows","0"
"4316","2008/1730_1","cows","0"
"4317","2008/1729_1","cows","0"
"4318","2008/1728_1","cows","0"
"4319","2008/1727_1","cows","0"
"4320","2008/1726_1","cows","0"
"4321","2008/1725_1","cows","0"
"4322","2008/1724_1","cows","0"
"4323","2008/1723_1","cows","0"
"4324","2008/1722_1","cows","0"
"4325","2008/1721_1","cows","0"
"4326","2008/1720_1","cows","0"
"4327","2008/1719_1","cows","0"
"4328","2008/1718_1","cows","0"
"4329","2008/1717_1","cows","0"
"4330","2008/1716_1","cows","0"
"4331","2008/1715_1","cows","0"
"4332","2008/1714_1","cows","0"
"4333","2008/1713_1","cows","0"
"4334","2008/1712_1","cows","0"
"4335","2008/1711_1","cows","0"
"4336","2008/1710_1","cows","0"
"4337","2008/1709_1","cows","0"
"4338","2008/28_2","goats","0"
"4339","2008/28_2","sheep","1"
"4340","2008/1642_1","cows","0"
"4341","2008/1641_1","cows","0"
"4342","2008/1640_1","cows","0"
"4343","2008/1639_1","cows","0"
"4344","2008/1638_1","sheep","15"
"4345","2008/1637_1","sheep","26"
"4346","2008/1636_1","sheep","7"
"4347","2008/1635_1","sheep","6"
"4348","2008/1634_1","sheep","14"
"4349","2008/1633_1","sheep","3"
"4350","2008/1632_1","sheep","5"
"4351","2008/1631_1","sheep","0"
"4352","2008/1630_1","cows","0"
"4353","2008/1629_1","sheep","0"
"4354","2008/1628_1","cows","0"
"4355","2008/1627_1","cows","0"
"4356","2008/1626_1","cows","0"
"4357","2008/1625_1","cows","1"
"4358","2008/1624_1","cows","0"
"4359","2008/1623_1","cows","3"
"4360","2008/1622_1","cows","2"
"4361","2008/1621_1","cows","1"
"4362","2008/1620_1","cows","1"
"4363","2008/1619_1","cows","0"
"4364","2008/1618_1","cows","0"
"4365","2008/1617_1","cows","2"
"4366","2008/1616_1","cows","0"
"4367","2008/1615_1","cows","0"
"4368","2008/1614_1","cows","0"
"4369","2008/1613_1","cows","0"
"4370","2008/1612_1","cows","0"
"4371","2008/1610_1","cows","8"
"4372","2008/1609_1","cows","1"
"4373","2008/1607_1","cows","0"
"4374","2008/1607_1","sheep","1"
"4375","2008/1606_1","sheep","1"
"4376","2008/1605_1","cows","0"
"4377","2008/1604_1","cows","0"
"4378","2008/1603_1","cows","0"
"4379","2008/1602_1","cows","0"
"4380","2008/1601_1","cows","0"
"4381","2008/1600_1","cows","0"
"4382","2008/1599_1","cows","0"
"4383","2008/1598_1","sheep","0"
"4384","2008/1597_1","sheep","1"
"4385","2008/1596_1","sheep","1"
"4386","2008/1595_1","sheep","1"
"4387","2008/1594_1","cows","0"
"4388","2008/1594_1","sheep","1"
"4389","2008/1593_1","cows","0"
"4390","2008/1593_1","sheep","2"
"4391","2008/1592_1","cows","0"
"4392","2008/1592_1","sheep","2"
"4393","2008/1591_1","cows","1"
"4394","2008/1590_1","sheep","1"
"4395","2008/1608_1","cows","1"
"4396","2008/1578_1","cows","3"
"4397","2008/1577_1","cows","5"
"4398","2008/1576_1","cows","1"
"4399","2008/1575_1","cows","1"
"4400","2008/1574_1","cows","1"
"4401","2008/1573_1","cows","1"
"4402","2008/1572_1","cows","1"
"4403","2008/1571_1","cows","3"
"4404","2008/1570_1","cows","1"
"4405","2008/1569_1","cows","1"
"4406","2008/1568_1","cows","1"
"4407","2008/1567_1","cows","1"
"4408","2008/1566_1","cows","1"
"4409","2008/1565_1","cows","0"
"4410","2008/1564_1","cows","0"
"4411","2008/1589_1","cows","0"
"4412","2008/1589_1","sheep","1"
"4413","2008/1563_1","cows","0"
"4414","2008/1588_1","sheep","1"
"4415","2008/1562_1","cows","0"
"4416","2008/1587_1","sheep","1"
"4417","2008/1586_1","sheep","1"
"4418","2008/1585_1","cows","0"
"4419","2008/1585_1","sheep","1"
"4420","2008/1584_1","sheep","1"
"4421","2008/1561_1","cows","0"
"4422","2008/1583_1","sheep","1"
"4423","2008/1582_1","sheep","1"
"4424","2008/1581_1","cows","0"
"4425","2008/1581_1","sheep","1"
"4426","2008/1560_1","cows","0"
"4427","2008/1580_1","cows","0"
"4428","2008/1580_1","sheep","1"
"4429","2008/1559_1","cows","0"
"4430","2008/1579_1","sheep","2"
"4431","2008/1558_1","cows","1"
"4432","2008/1557_1","cows","0"
"4433","2008/1556_1","cows","0"
"4434","2008/1555_1","cows","0"
"4435","2008/1554_1","cows","0"
"4436","2008/1552_1","cows","1"
"4437","2008/1551_1","cows","2"
"4438","2008/1550_1","cows","4"
"4439","2008/1549_1","cows","1"
"4440","2008/1548_1","cows","2"
"4441","2008/1547_1","cows","2"
"4442","2008/1546_1","cows","1"
"4443","2008/1545_1","cows","1"
"4444","2008/1544_1","cows","4"
"4445","2008/1543_1","cows","5"
"4446","2008/1531_1","cows","0"
"4447","2008/1542_1","cows","1"
"4448","2008/1530_1","cows","0"
"4449","2008/1541_1","cows","1"
"4450","2008/1529_1","cows","0"
"4451","2008/1540_1","cows","1"
"4452","2008/1528_1","cows","0"
"4453","2008/1539_1","cows","1"
"4454","2008/1527_1","cows","0"
"4455","2008/1538_1","cows","1"
"4456","2008/1526_1","cows","0"
"4457","2008/1537_1","cows","1"
"4458","2008/1525_1","cows","0"
"4459","2008/1536_1","cows","2"
"4460","2008/1524_1","cows","1"
"4461","2008/1535_1","cows","1"
"4462","2008/1523_1","sheep","1"
"4463","2008/1534_1","cows","1"
"4464","2008/1533_1","cows","2"
"4465","2008/1522_1","sheep","15"
"4466","2008/1532_1","cows","1"
"4467","2008/1521_1","cows","0"
"4468","2008/1520_1","cows","0"
"4469","2008/1520_1","goats","96"
"4470","2008/1519_1","cows","1"
"4471","2008/1518_1","sheep","20"
"4472","2008/1517_1","sheep","90"
"4473","2008/1516_1","cows","0"
"4474","2008/1515_1","cows","0"
"4475","2008/1514_1","cows","0"
"4476","2008/1513_1","cows","0"
"4477","2008/1512_1","cows","0"
"4478","2008/1511_1","cows","0"
"4479","2008/1510_1","sheep","3"
"4480","2008/1509_1","cows","1"
"4481","2008/1508_1","cows","1"
"4482","2008/1507_1","cows","6"
"4483","2008/1506_1","cows","2"
"4484","2008/1505_1","cows","1"
"4485","2008/1504_1","cows","2"
"4486","2008/1503_1","cows","2"
"4487","2008/1502_1","cows","1"
"4488","2008/1501_1","cows","1"
"4489","2008/1500_1","cows","2"
"4490","2008/1499_1","cows","1"
"4491","2008/1498_1","cows","2"
"4492","2008/1497_1","cows","1"
"4493","2008/1496_1","cows","1"
"4494","2008/1495_1","cows","1"
"4495","2008/1494_1","cows","1"
"4496","2008/1493_1","cows","1"
"4497","2008/1492_1","cows","2"
"4498","2008/1491_1","cows","1"
"4499","2008/1490_1","cows","2"
"4500","2008/1489_1","cows","1"
"4501","2008/1488_1","cows","1"
"4502","2008/1487_1","cows","4"
"4503","2008/1486_1","cows","1"
"4504","2008/1485_1","cows","2"
"4505","2008/1484_1","cows","1"
"4506","2008/1483_1","cows","1"
"4507","2008/1482_1","cows","1"
"4508","2008/1481_1","cows","1"
"4509","2008/1480_1","cows","1"
"4510","2008/1479_1","sheep","0"
"4511","2008/1478_1","sheep","0"
"4512","2008/1477_1","cows","0"
"4513","2008/1476_1","sheep","0"
"4514","2008/1475_1","cows","0"
"4515","2008/1474_1","cows","0"
"4516","2008/1473_1","cows","0"
"4517","2008/1473_1","sheep","1"
"4518","2008/1460_1","cows","0"
"4519","2008/1459_1","cows","0"
"4520","2008/1472_1","cows","0"
"4521","2008/1471_1","cows","0"
"4522","2008/1471_1","goats","1"
"4523","2008/1470_1","sheep","1"
"4524","2008/1469_1","cows","0"
"4525","2008/1469_1","sheep","3"
"4526","2008/1468_1","sheep","2"
"4527","2008/1458_1","cows","1"
"4528","2008/1467_1","goats","0"
"4529","2008/1467_1","sheep","1"
"4530","2008/1466_1","sheep","1"
"4531","2008/1465_1","sheep","1"
"4532","2008/1464_1","cows","0"
"4533","2008/1464_1","sheep","1"
"4534","2008/1463_1","cows","0"
"4535","2008/1463_1","goats","2"
"4536","2008/1457_1","cows","0"
"4537","2008/1462_1","cows","0"
"4538","2008/1462_1","sheep","1"
"4539","2008/1456_1","cows","1"
"4540","2008/1461_1","cows","0"
"4541","2008/1461_1","sheep","2"
"4542","2008/1455_1","cows","1"
"4543","2008/1454_1","cows","2"
"4544","2008/1453_1","cows","0"
"4545","2008/1452_1","cows","2"
"4546","2008/1451_1","cows","4"
"4547","2008/1450_1","cows","1"
"4548","2008/1449_1","cows","2"
"4549","2008/1448_1","cows","1"
"4550","2008/1447_1","cows","4"
"4551","2008/1446_1","cows","1"
"4552","2008/1445_1","cows","3"
"4553","2008/1444_1","cows","10"
"4554","2008/1443_1","cows","1"
"4555","2008/1442_1","cows","1"
"4556","2008/1786_1","cows","1"
"4557","2008/1795_1","cows","1"
"4558","2008/1794_1","cows","8"
"4559","2008/1793_1","cows","4"
"4560","2008/1792_1","cows","1"
"4561","2008/1791_1","cows","8"
"4562","2008/1790_1","cows","1"
"4563","2008/1789_1","cows","2"
"4564","2008/1788_1","cows","2"
"4565","2008/1787_1","cows","27"
"4566","2008/1785_1","cows","2"
"4567","2008/1784_1","cows","2"
"4568","2008/1441_1","cows","1"
"4569","2008/1440_1","cows","1"
"4570","2008/1439_1","cows","1"
"4571","2008/1438_1","cows","1"
"4572","2008/1437_1","cows","3"
"4573","2008/1436_1","cows","1"
"4574","2008/1435_1","cows","5"
"4575","2008/1434_1","cows","1"
"4576","2008/1433_1","cows","1"
"4577","2008/1432_1","cows","1"
"4578","2008/1431_1","cows","1"
"4579","2008/1430_1","cows","1"
"4580","2008/1429_1","cows","2"
"4581","2008/1428_1","cows","7"
"4582","2008/1427_1","sheep","9"
"4583","2008/1426_1","sheep","3"
"4584","2008/1425_1","sheep","1"
"4585","2008/1424_1","sheep","4"
"4586","2008/1423_1","sheep","9"
"4587","2008/1422_1","sheep","2"
"4588","2008/1421_1","sheep","5"
"4589","2008/1420_1","sheep","2"
"4590","2008/1419_1","sheep","20"
"4591","2008/1418_1","sheep","3"
"4592","2008/1417_1","sheep","3"
"4593","2008/1416_1","sheep","13"
"4594","2008/1415_1","sheep","15"
"4595","2008/1414_1","sheep","1"
"4596","2008/1413_1","sheep","3"
"4597","2008/1412_1","cows","0"
"4598","2008/1411_1","sheep","10"
"4599","2008/1410_1","sheep","5"
"4600","2008/1409_1","cows","0"
"4601","2008/1405_1","cows","2"
"4602","2008/1407_1","cows","0"
"4603","2008/1406_1","cows","0"
"4604","2008/1404_1","cows","0"
"4605","2008/1403_1","cows","0"
"4606","2008/1402_1","cows","0"
"4607","2008/1401_1","cows","0"
"4608","2008/1400_1","cows","0"
"4609","2008/1399_1","cows","0"
"4610","2008/1398_1","cows","0"
"4611","2008/1397_1","cows","0"
"4612","2008/1396_1","cows","0"
"4613","2008/1395_1","cows","2"
"4614","2008/1394_1","cows","0"
"4615","2008/1393_1","cows","0"
"4616","2008/1392_1","cows","0"
"4617","2008/1391_1","cows","0"
"4618","2008/1390_1","cows","0"
"4619","2008/1389_1","cows","0"
"4620","2008/1388_1","cows","0"
"4621","2008/1387_1","cows","0"
"4622","2008/1386_1","goats","0"
"4623","2008/1386_1","sheep","2"
"4624","2008/1385_1","sheep","2"
"4625","2008/1384_1","cows","0"
"4626","2008/1383_1","goats","12-may"
"4627","2008/1382_1","cows","0"
"4628","2008/1382_1","sheep","5"
"4629","2008/1381_1","sheep","19"
"4630","2008/1380_1","sheep","3"
"4631","2008/1379_1","cows","0"
"4632","2008/1378_1","cows","0"
"4633","2008/1378_1","goats","2"
"4634","2008/1377_1","cows","0"
"4635","2008/1376_1","cows","0"
"4636","2008/1375_1","cows","0"
"4637","2008/1374_1","cows","0"
"4638","2008/1373_1","cows","0"
"4639","2008/1372_1","cows","1"
"4640","2008/1371_1","cows","0"
"4641","2008/1370_1","cows","0"
"4642","2008/1369_1","cows","0"
"4643","2008/1368_1","sheep","8"
"4644","2008/1367_1","sheep","8"
"4645","2008/1366_1","cows","0"
"4646","2008/1365_1","cows","0"
"4647","2008/1364_1","cows","0"
"4648","2008/1363_1","cows","0"
"4649","2008/1362_1","cows","0"
"4650","2008/1361_1","cows","0"
"4651","2008/1360_1","cows","0"
"4652","2008/1359_1","cows","0"
"4653","2008/1358_1","cows","0"
"4654","2008/1357_1","cows","0"
"4655","2008/1356_1","cows","0"
"4656","2008/1355_1","cows","0"
"4657","2008/1354_1","cows","0"
"4658","2008/1353_1","cows","0"
"4659","2008/1352_1","cows","0"
"4660","2008/1351_1","cows","0"
"4661","2008/1350_1","cows","0"
"4662","2008/1349_1","cows","0"
"4663","2008/1348_1","cows","0"
